1520530313.0497255,-0.02215561,-0.005273952,-0.004823263,-0.02603931,-0.01816549,0.01139645,0.9994309
1520530313.0997274,-0.02124918,-0.005985864,-0.004663709,-0.02504459,-0.01982806,0.0095665,0.9994439
1520530313.1497285,-0.02053188,-0.00573511,-0.004178779,-0.02309117,-0.01952578,0.007129949,0.9995173
1520530313.1997304,-0.02235801,-0.004980817,-0.004682811,-0.020952,-0.01956708,0.006614303,0.9995671
1520530313.2497356,-0.02391577,-0.006603796,-0.004103835,-0.02064682,-0.02030379,0.007214732,0.9995546
1520530313.2997377,-0.02493368,-0.004770605,-0.005199227,-0.01991764,-0.02159516,0.008135544,0.9995353
1520530313.3497388,-0.02480921,-0.007281508,-0.006452486,-0.02199876,-0.0228794,0.007842587,0.9994654
1520530313.3997898,-0.02566655,-0.006171021,-0.005358418,-0.02215768,-0.02334877,0.006972049,0.9994575
1520530313.4497426,-0.02677306,-0.006496596,-0.005923596,-0.02202814,-0.02420683,0.007446627,0.9994366
1520530313.4997437,-0.02880794,-0.007240985,-0.005346159,-0.02191342,-0.02409577,0.00705134,0.9994446
1520530313.5497456,-0.02949234,-0.005392923,-0.00491583,-0.02088992,-0.02429327,0.006615718,0.9994647
1520530313.5997467,-0.0315336,-0.006433769,-0.005165568,-0.02145444,-0.0242126,0.006290101,0.9994568
1520530313.649745,-0.03280223,-0.006043633,-0.006054545,-0.02114075,-0.02494331,0.005916076,0.9994478
1520530313.6997461,-0.03652152,-0.006455709,-0.005658886,-0.02227021,-0.02522673,0.006185997,0.9994145
1520530313.749748,-0.03811948,-0.005707949,-0.006154091,-0.02329546,-0.02576809,0.005663093,0.9993805
1520530313.7997499,-0.04147912,-0.006590492,-0.006155073,-0.02406404,-0.02555258,0.005555985,0.9993684
1520530313.849751,-0.04212341,-0.007328104,-0.007170633,-0.02423252,-0.02586579,0.004412141,0.9993619
1520530313.8997529,-0.04629062,-0.00748673,-0.004993693,-0.02292933,-0.02497305,0.003832526,0.9994178
1520530313.949754,-0.04808278,-0.006518186,-0.005275433,-0.02089138,-0.02462937,0.002779138,0.9994745
1520530313.9997561,-0.05333373,-0.006040083,-0.00392607,-0.0191022,-0.02351384,0.002421274,0.9995381
1520530314.049757,-0.0557716,-0.006040307,-0.003431095,-0.018654,-0.02551617,0.00173833,0.9994988
1520530314.0997627,-0.06221102,-0.005778879,-0.003317681,-0.01922154,-0.02745162,0.0002664597,0.9994383
1520530314.1497645,-0.06797908,-0.005336935,-0.004131974,-0.01975011,-0.02971307,-0.002109616,0.9993611
1520530314.1997657,-0.07493722,-0.006531843,-0.003006367,-0.02066572,-0.03316788,-0.002915149,0.9992319
1520530314.2497678,-0.08540189,-0.005603844,-0.001638398,-0.02018129,-0.03585169,-0.003384216,0.9991477
1520530314.2997689,-0.08464051,-0.002584938,-0.0005726702,-0.01870664,-0.04222191,-0.004034166,0.998925
1520530314.3497708,-0.09407944,-0.004344739,-0.0004148257,-0.0184315,-0.04512011,-0.004180791,0.9988028
1520530314.3997726,-0.102683,-0.00321711,-0.0008689752,-0.01785211,-0.04977067,-0.003869867,0.9985936
1520530314.4497738,-0.1128343,-0.002927867,0.001751012,-0.01918711,-0.05486932,-0.00227542,0.9983066
1520530314.4997742,-0.125851,-0.001724103,0.002886442,-0.02211917,-0.05867694,-0.0006988893,0.9980317
1520530314.5497763,-0.1404574,-0.009184046,0.005018706,-0.02875947,-0.06475188,0.001628206,0.9974856
1520530314.5997772,-0.1585907,-0.01641725,0.00698055,-0.03294985,-0.07027799,0.001647124,0.9969817
1520530314.6497791,-0.1724106,-0.02549904,0.01001881,-0.0345554,-0.0780557,4.953555e-05,0.99635
1520530314.6997805,-0.1853041,-0.03339025,0.01591672,-0.03351263,-0.08758169,0.001797399,0.9955919
1520530314.7497823,-0.2018261,-0.04289265,0.01966072,-0.03350725,-0.09533019,0.005724845,0.9948652
1520530314.7997873,-0.2163615,-0.05208538,0.02451723,-0.03102083,-0.1047471,0.01171235,0.993946
1520530314.8497844,-0.2274528,-0.06447192,0.03036226,-0.02395747,-0.1143076,0.01537014,0.9930376
1520530314.8998103,-0.2423555,-0.08138706,0.03263334,-0.01333249,-0.1197777,0.01942359,0.9925212
1520530314.9498124,-0.2553551,-0.09840633,0.03573678,-9.586431e-06,-0.1240696,0.02576613,0.9919389
1520530314.9999194,-0.2577713,-0.1105154,0.04393274,0.01461255,-0.1306599,0.03374225,0.9907451
1520530315.0498152,-0.2643843,-0.1294458,0.04269808,0.02282307,-0.1338386,0.04108632,0.989888
1520530315.0998166,-0.2701575,-0.1377928,0.04738754,0.03173505,-0.1356221,0.04311552,0.9893132
1520530315.1498184,-0.2741281,-0.1534602,0.04832033,0.03220852,-0.1358454,0.04242129,0.9892973
1520530315.1998193,-0.2782911,-0.1628523,0.04827142,0.03296476,-0.1386625,0.04327057,0.9888446
1520530315.2498214,-0.2832644,-0.1621285,0.04945833,0.03724872,-0.1384515,0.04484052,0.9886522
1520530315.2996352,-0.284003,-0.152908,0.05310655,0.04359133,-0.1376047,0.04642368,0.988438
1520530315.349637,-0.2785103,-0.1431291,0.05261724,0.04455031,-0.1378452,0.04570702,0.9883951
1520530315.3996391,-0.2818787,-0.1384246,0.05250838,0.03642269,-0.1332024,0.04320652,0.9894765
1520530315.4496403,-0.2740836,-0.1273662,0.05243336,0.02395802,-0.1342142,0.04142602,0.9897962
1520530315.4996421,-0.2694493,-0.1011774,0.05076648,0.01255468,-0.1359103,0.04194961,0.989753
1520530315.549643,-0.2616738,-0.08360408,0.04902336,-0.006708967,-0.1377343,0.03938381,0.9896632
1520530315.5996451,-0.2522458,-0.06208185,0.04541993,-0.02395973,-0.1385468,0.03721603,0.9893664
